KOD_SUKL;VPOIS_NAZEV_SPOLECNOSTI;VPOIS_WWW;VPOIS_EMAIL;VPOIS_TEL
0025274;Pfizer, spol. s r.o.;https://www.pfizer.cz/;Medical.Information@pfizer.com; +420 283 004 111
0025361;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0025362;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0025363;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0025364;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0025365;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0025366;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0025413;Organon Czech Republic s.r.o.;https://www.organon.com/czech-republic-cz/;dpoc.czech@organon.com;+420 233 010 300
0025414;Organon Czech Republic s.r.o.;https://www.organon.com/czech-republic-cz/;dpoc.czech@organon.com;+420 233 010 300
0025415;Organon Czech Republic s.r.o.;https://www.organon.com/czech-republic-cz/;dpoc.czech@organon.com;+420 233 010 300
0025416;Organon Czech Republic s.r.o.;https://www.organon.com/czech-republic-cz/;dpoc.czech@organon.com;+420 233 010 300
0025418;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025419;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025420;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025427;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025431;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025432;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025444;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025445;Boehringer Ingelheim spol s r.o.;http://www.boehringer-ingelheim.cz;infocz@boehringer-ingelheim.com;
0025446;Novartis s.r.o.;http://www.novartis.cz;medinfo.cz@novartis.com;+420 225 775 111
0025447;Novartis s.r.o.;http://www.novartis.cz;medinfo.cz@novartis.com;+420 225 775 111
0025449;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025450;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0025459;M.G.P. spol. s r.o.;https://www.mgp.cz/verejne-pristupna-informacni-sluzba;mgp@mgp.cz;+420 577 212 140
0025460;M.G.P. spol. s r.o.;https://www.mgp.cz/verejne-pristupna-informacni-sluzba;mgp@mgp.cz;+420 577 212 140
0025470;Pfizer, spol. s r.o.;https://www.pfizer.cz/;Medical.Information@pfizer.com;+420 283 004 111
0025471;Pfizer, spol. s r.o.;https://www.pfizer.cz/;Medical.Information@pfizer.com;+420 283 004 111
0025472;Pfizer, spol. s r.o.;https://www.pfizer.cz/;Medical.Information@pfizer.com;+420 283 004 111
0025473;Pfizer, spol. s r.o.;https://www.pfizer.cz/;Medical.Information@pfizer.com;+420 283 004 111
0025483;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0025484;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0025485;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0025486;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0025487;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0025488;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0025489;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025490;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025491;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025492;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025498;Novartis s.r.o.;http://www.novartis.cz;medinfo.cz@novartis.com;+420 225 775 111
0025499;Novartis s.r.o.;http://www.novartis.cz;medinfo.cz@novartis.com;+420 225 775 111
0025500;Novartis s.r.o.;http://www.novartis.cz;medinfo.cz@novartis.com;+420 225 775 111
0025501;Novartis s.r.o.;http://www.novartis.cz;medinfo.cz@novartis.com;+420 225 775 111
0025502;Novartis s.r.o.;http://www.novartis.cz;medinfo.cz@novartis.com;+420 225 775 111
0025523;Merck spol. s .r.o.;http//www.merck.cz/cs/vpois/vpois.html;medicalcz@merckgroup.com;+420 272 084 211
0025527;Merck spol. s .r.o.;http//www.merck.cz/cs/vpois/vpois.html;medicalcz@merckgroup.com;+420 272 084 211
0025528;Merck spol. s .r.o.;http//www.merck.cz/cs/vpois/vpois.html;medicalcz@merckgroup.com;+420 272 084 211
0025529;Merck spol. s .r.o.;http//www.merck.cz/cs/vpois/vpois.html;medicalcz@merckgroup.com;+420 272 084 211
0025533;Merck spol. s .r.o.;http//www.merck.cz/cs/vpois/vpois.html;medicalcz@merckgroup.com;+420 272 084 211
0025534;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025537;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025538;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025540;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025541;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025544;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025546;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025548;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025555;Roche s.r.o.;https://www.roche.cz/cs/produkty-vpois/verejn-pristupna-informani-sluzba.html;czech.medinfo@roche.com;+420 220 382 111
0025581;Roche s.r.o.;https://www.roche.cz/cs/produkty-vpois/verejn-pristupna-informani-sluzba.html;czech.medinfo@roche.com;+420 220 382 111
0025584;Orion Pharma s.r.o.;http://www.orionpharma.cz;orion@orionpharma.cz;+420 234 703 305
0025585;Orion Pharma s.r.o.;http://www.orionpharma.cz;orion@orionpharma.cz;+420 234 703 305
0025590;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025592;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025593;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025594;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025596;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025607;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025608;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025610;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025611;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025612;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0025622;Sandoz s.r.o.;http://www.sandoz.cz;office.cz@sandoz.com;+420 234 142 222
0025624;Sandoz s.r.o.;http://www.sandoz.cz;office.cz@sandoz.com;+420 234 142 222
0025625;Sandoz s.r.o.;http://www.sandoz.cz;office.cz@sandoz.com;+420 234 142 222
0025626;Sandoz s.r.o.;http://www.sandoz.cz;office.cz@sandoz.com;+420 234 142 222
0025641;GlaxoSmithKline s.r.o.;http://www.gskkompendium.cz;cz.info@gsk.com;+420 222 001 111
0025642;GlaxoSmithKline s.r.o.;http://www.gskkompendium.cz;cz.info@gsk.com;+420 222 001 111
0025645;GlaxoSmithKline s.r.o.;http://www.gskkompendium.cz;cz.info@gsk.com;+420 222 001 111
0025646;GlaxoSmithKline s.r.o.;http://www.gskkompendium.cz;cz.info@gsk.com;+420 222 001 111
0025672;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025673;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025674;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025675;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025676;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025677;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025678;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025681;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025682;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025683;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025684;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025685;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025686;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025687;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025688;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025689;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025690;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025691;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025692;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025693;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025694;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025695;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025696;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025697;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025698;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025699;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025702;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025703;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025704;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025705;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025706;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025707;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025708;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025709;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025710;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025711;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025712;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025714;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025715;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025716;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025717;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025718;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025719;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025720;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025721;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025722;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025723;sanofi-aventis, s.r.o.;http://www.sanofi.cz;cz-info@sanofi.com;233086111
0025746;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0025802;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025803;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025804;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025805;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025806;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025807;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025808;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025809;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025810;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025811;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025812;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025813;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025814;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025815;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025816;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025817;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025818;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025819;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025820;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025821;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025822;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025823;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025824;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025825;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025826;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0025827;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025828;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025829;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025830;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025831;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025832;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025833;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025834;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025835;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025836;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025837;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025838;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025839;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025840;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025841;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025842;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025843;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025844;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025845;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025846;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025847;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025848;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025849;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025850;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025851;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025852;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025853;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0025889;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025890;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025891;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025892;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025893;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025894;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025895;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025896;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025897;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025898;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025899;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025900;Bayer s.r.o.;http://www.bayer.cz;info.cz@bayer.com;
0025918;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025919;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025920;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025921;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025922;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025925;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025926;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025930;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025931;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025932;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025933;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025936;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025937;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025938;CHEPLAPHARM Registration GmbH;;medinfo@pharmareg.sk;
0025963;Swixx  Biopharma s.r.o.;;medinfo.czech@swixxbiopharma.com;+420 242 434 222
0025964;Swixx  Biopharma s.r.o.;;medinfo.czech@swixxbiopharma.com;+420 242 434 222
0025965;Swixx  Biopharma s.r.o.;;medinfo.czech@swixxbiopharma.com;+420 242 434 222
0025966;Swixx  Biopharma s.r.o.;;medinfo.czech@swixxbiopharma.com;+420 242 434 222
0025967;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025968;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025969;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025970;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025971;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025972;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025973;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025974;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025975;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025976;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025977;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025978;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025979;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025980;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025982;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025983;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025984;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025985;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025986;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025987;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025988;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025989;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025990;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025991;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025992;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025993;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025994;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025995;Servier s.r.o.;www.servier.cz/info-pro-pacienty-vpois;anna.cerna@servier.com;222118313
0025996;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025997;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0025998;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026016;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026017;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026018;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026033;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026034;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026035;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026036;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026037;Novo Nordisk s.r.o.;https://www.novonordisk.cz/VPOIS.html;infoline@novonordisk.com;233 089 611
0026039;Takeda Pharmaceuticals Czech Republic s.r.o.;http://www.takeda.cz/;info-cz@takeda.com;+420 234 722 722
0026040;Takeda Pharmaceuticals Czech Republic s.r.o.;http://www.takeda.cz/;info-cz@takeda.com;+420 234 722 722
0026041;Takeda Pharmaceuticals Czech Republic s.r.o.;http://www.takeda.cz/;info-cz@takeda.com;+420 234 722 722
0026042;Takeda Pharmaceuticals Czech Republic s.r.o.;http://www.takeda.cz/;info-cz@takeda.com;+420 234 722 722
0026043;Takeda Pharmaceuticals Czech Republic s.r.o.;http://www.takeda.cz/;info-cz@takeda.com;+420 234 722 722
0026063;Merck spol. s .r.o.;http//www.merck.cz/cs/vpois/vpois.html;medicalcz@merckgroup.com;+420 272 084 211
0026064;Swixx Biopharma s.r.o.;;medinfo.czech@swixxbiopharma.com;+420 242 434 222
0026065;Swixx Biopharma s.r.o.;;medinfo.czech@swixxbiopharma.com;+420 242 434 222
0026066;Swixx Biopharma s.r.o.;;medinfo.czech@swixxbiopharma.com;+420 242 434 222
0026067;;;"ra-radiopharma@ezag.com";+49 (0) 30 941084-0
0026069;;;biomarin-europe@bmrn.com;
0026070;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0026071;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0026076;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026077;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026080;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026081;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026082;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026083;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026086;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026087;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026088;UCB s.r.o.;http://www.ucb.cz;info.prague@ucb.com;221773411
0026096;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0026097;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0026098;Sanofi s.r.o.;https://www.sanofi.com/cs/ceska-republika/products-vpois;cz-info@sanofi.com;+420 233 086 111
0026104;Medis, d.o.o.;;medical.affairs@medis.com;
0026110;Eli Lilly ÈR,s.r.o.;http://www.lilly.cz;medinfo_cz@lilly.com;234664111
0026111;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0026112;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0026113;Sanofi s.r.o.;;cz-info@sanofi.com;+420 233 086 111
0026114;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
0026115;Merck Sharp & Dohme s.r.o.;https://www.msd.cz/cs/lidske-zdravi/informace-o-produktech/;dpoc_czechslovak@msd.com;+420 277 050 000
